,agent,step,test_id,avg_reward,std_reward
0,ia2c,181320,-1,-96.22045454545454,68.50293539235489
1,ia2c,182640,-1,-102.2159090909091,68.66475136657934
2,ia2c,183960,-1,-126.97045454545454,66.55905243014995
3,ia2c,185280,-1,-112.7871212121212,63.5893143125705
4,ia2c,186600,-1,-101.21212121212122,72.86071501481547
5,ia2c,187920,-1,-109.68333333333334,66.97199569275733
6,ia2c,189240,-1,-143.44772727272726,72.6714607459897
7,ia2c,190560,-1,-128.69469696969696,73.45055006745152
8,ia2c,191880,-1,-100.94166666666666,65.94684790600209
9,ia2c,193200,-1,-111.21666666666667,72.25279712176679
10,ia2c,194520,-1,-132.6090909090909,72.5681930643729
11,ia2c,195840,-1,-97.00227272727273,66.45513976281532
12,ia2c,197160,-1,-111.18636363636364,69.91202347358285
13,ia2c,198480,-1,-92.40227272727273,72.93211555743599
14,ia2c,199800,-1,-108.02348484848486,65.42876227860631
15,ia2c,201120,-1,-97.33257575757575,67.79280487902439
16,ia2c,202440,-1,-101.42272727272727,73.47359924831079
17,ia2c,203760,-1,-120.7560606060606,68.51044739791877
18,ia2c,205080,-1,-103.74318181818182,70.88598366944713
19,ia2c,206400,-1,-119.4590909090909,72.66511913268631
20,ia2c,207720,-1,-99.03181818181818,62.17234516048772
21,ia2c,209040,-1,-124.61969696969697,72.94808805872381
22,ia2c,210360,-1,-109.76287878787879,66.67913206032785
23,ia2c,211680,-1,-104.55681818181819,64.56266475901629
24,ia2c,213000,-1,-108.37954545454545,64.23447134432024
25,ia2c,214320,-1,-126.01742424242424,65.54615884107946
26,ia2c,215640,-1,-96.69924242424243,65.64734525340701
27,ia2c,216960,-1,-111.57727272727273,71.11515479169566
28,ia2c,218280,-1,-102.5810606060606,61.891996144525045
29,ia2c,219600,-1,-104.13787878787879,66.27139395022954
30,ia2c,220920,-1,-109.28939393939395,63.43536110897951
31,ia2c,222240,-1,-107.2,67.38494796407586
32,ia2c,223560,-1,-102.625,61.3915733964435
33,ia2c,224880,-1,-111.4560606060606,59.417586491552946
34,ia2c,226200,-1,-139.20606060606062,64.3469169490257
35,ia2c,227520,-1,-120.74015151515151,62.39262213552769
36,ia2c,228840,-1,-105.18181818181819,65.38217695489254
37,ia2c,230160,-1,-138.88863636363635,66.6264384093146
38,ia2c,231480,-1,-154.40984848484848,70.60449633704178
39,ia2c,232800,-1,-146.9340909090909,68.20195759381177
40,ia2c,234120,-1,-139.6098484848485,69.99981640652167
41,ia2c,235440,-1,-141.65454545454546,68.5144005695113
42,ia2c,236760,-1,-129.20833333333334,66.87064462358455
43,ia2c,238080,-1,-106.65984848484848,60.35784872746333
44,ia2c,239400,-1,-100.38560606060607,61.014309837412085
45,ia2c,240720,-1,-118.5969696969697,61.149565695568576
46,ia2c,242040,-1,-109.26515151515152,55.59190586501165
47,ia2c,243360,-1,-122.55681818181819,68.18897393005417
48,ia2c,244680,-1,-153.95151515151514,86.23445357021056
49,ia2c,246000,-1,-140.75530303030303,76.72063628831509
50,ia2c,247320,-1,-130.71515151515152,71.81296675861549
51,ia2c,248640,-1,-138.6962121212121,84.89634134361009
52,ia2c,249960,-1,-114.71666666666667,76.41827697321862
53,ia2c,251280,-1,-118.68181818181819,69.03790331161507
54,ia2c,252600,-1,-106.52954545454546,69.89203171151262
55,ia2c,253920,-1,-106.00378787878788,79.82301910847126
56,ia2c,255240,-1,-111.19318181818181,70.56207099145621
57,ia2c,256560,-1,-139.31136363636364,81.93981082563285
58,ia2c,257880,-1,-121.675,69.97979998044457
59,ia2c,259200,-1,-104.20833333333333,79.51719705526128
60,ia2c,260520,-1,-110.06666666666666,79.03292435000195
61,ia2c,261840,-1,-97.94090909090909,68.64784637040529
62,ia2c,263160,-1,-118.29924242424242,76.18764116372645
63,ia2c,264480,-1,-107.47727272727273,83.99187063017422
64,ia2c,265800,-1,-115.23030303030303,78.09704524286273
65,ia2c,267120,-1,-125.43636363636364,78.66372934236963
66,ia2c,268440,-1,-143.3901515151515,79.01299313926494
67,ia2c,269760,-1,-107.79924242424242,63.92194458420425
68,ia2c,271080,-1,-100.61060606060606,73.34254342051594
69,ia2c,272400,-1,-107.51363636363637,67.61557868358634
70,ia2c,273720,-1,-137.63333333333333,83.94715389138959
71,ia2c,275040,-1,-119.46969696969697,66.57268065054224
72,ia2c,276360,-1,-123.66363636363636,68.11179899646196
73,ia2c,277680,-1,-130.9469696969697,75.48287126529851
74,ia2c,279000,-1,-113.26893939393939,79.98462696287497
75,ia2c,280320,-1,-104.79242424242425,67.59160520451522
76,ia2c,281640,-1,-103.31363636363636,76.64781794589959
77,ia2c,282960,-1,-121.49621212121212,65.31121290487965
78,ia2c,284280,-1,-152.60378787878787,85.20950909492103
79,ia2c,285600,-1,-102.61439393939393,66.38662428323646
80,ia2c,286920,-1,-133.33863636363637,72.42366738946941
81,ia2c,288240,-1,-126.45227272727273,79.08293974348118
82,ia2c,289560,-1,-97.05378787878787,68.40085271631224
83,ia2c,290880,-1,-148.4,86.86636724058258
84,ia2c,292200,-1,-127.68409090909091,80.6979932249693
85,ia2c,293520,-1,-113.48030303030303,69.9174485520559
86,ia2c,294840,-1,-128.61969696969697,72.39854493702951
87,ia2c,296160,-1,-159.47348484848484,80.48472032651694
88,ia2c,297480,-1,-138.00833333333333,74.51954649179928
89,ia2c,298800,-1,-145.5537878787879,70.46522987981811
90,ia2c,300120,-1,-166.71969696969697,91.3779293684517
91,ia2c,301440,-1,-170.49015151515152,86.262451327724
92,ia2c,302760,-1,-150.5878787878788,80.42696576878421
93,ia2c,304080,-1,-121.24318181818182,79.311416019941
94,ia2c,305400,-1,-97.48333333333333,70.40259568934925
95,ia2c,306720,-1,-101.10454545454546,63.03709569677443
96,ia2c,308040,-1,-120.77575757575758,68.6590148589082
97,ia2c,309360,-1,-112.85303030303031,61.8996590769898
98,ia2c,310680,-1,-96.39621212121212,66.04086075061619
99,ia2c,312000,-1,-125.65378787878788,79.17150917116493
