,agent,step,test_id,avg_reward,std_reward
0,ppo,1320,-1,-1332.9326792955412,1142.9928611569935
1,ppo,2640,-1,-1904.7231934200724,1841.3576048725822
2,ppo,3960,-1,-1483.0080248618808,1268.1956959057597
3,ppo,5280,-1,-2117.9328029257204,1617.0759661164236
4,ppo,6600,-1,-3098.2974235286324,2246.8134422726716
5,ppo,7920,-1,-2199.524937547756,1697.3604324230737
6,ppo,9240,-1,-2250.652499555847,1768.368484153568
7,ppo,10560,-1,-2645.7595562153447,1929.2606431824145
8,ppo,11880,-1,-3306.3402227897777,2178.8244240587687
9,ppo,13200,-1,-3225.2474195692002,2064.839353903435
10,ppo,14520,-1,-2930.9741774333975,1786.581230459864
11,ppo,15840,-1,-3253.240850238502,2370.021469960486
12,ppo,17160,-1,-2782.699961839768,2190.7532603162863
13,ppo,18480,-1,-2934.65814499331,2004.362443535878
14,ppo,19800,-1,-3595.45874312297,2303.1840605995812
15,ppo,21120,-1,-3312.072878078453,2131.590875044435
16,ppo,22440,-1,-2981.9148500839074,2022.0349206112676
17,ppo,23760,-1,-2787.1813838465764,1769.7603087131486
18,ppo,25080,-1,-2694.0287992061185,2281.4536660154026
19,ppo,26400,-1,-2363.940067202667,1735.8881995192783
20,ppo,27720,-1,-2724.6564309920277,2316.2308726775677
21,ppo,29040,-1,-1996.6113737272713,1671.2406327423835
22,ppo,30360,-1,-2323.434363631513,1710.3439131687837
23,ppo,31680,-1,-2129.7436021264175,1751.9753058928275
24,ppo,33000,-1,-1749.9126102341854,1477.8326433455848
25,ppo,34320,-1,-2041.5433864874815,1696.3211426322105
26,ppo,35640,-1,-2450.3294093594664,2000.8369312729624
27,ppo,36960,-1,-3133.981425938537,2162.655587051792
28,ppo,38280,-1,-2956.549390058697,1987.1842257833139
29,ppo,39600,-1,-3061.9821730666595,2295.2971262341903
30,ppo,40920,-1,-2855.0173461207223,2184.8243633970474
31,ppo,42240,-1,-2637.0197699238033,2144.1375710515117
32,ppo,43560,-1,-2650.401739639199,1994.608866685792
33,ppo,44880,-1,-2305.0022420148302,1745.8779190704774
34,ppo,46200,-1,-2087.877633031229,1780.465032920785
35,ppo,47520,-1,-1714.7670203190162,1624.816466655113
36,ppo,48840,-1,-1144.8900989828055,1057.1192453141243
37,ppo,50160,-1,-1196.8457497530362,1234.305624667113
38,ppo,51480,-1,-1443.0537898986856,1357.9260960991762
39,ppo,52800,-1,-1383.569845514771,1481.794917414798
40,ppo,54120,-1,-2139.6936890353654,1910.6144901333785
41,ppo,55440,-1,-2032.5639733213632,1805.3318505116142
42,ppo,56760,-1,-2333.145164605412,2017.7215191740013
43,ppo,58080,-1,-1543.185309135061,1555.8792010632228
44,ppo,59400,-1,-1005.5639113000502,893.1079014930823
45,ppo,60720,-1,-1031.5123168137504,966.3691391613324
46,ppo,62040,-1,-1042.101106199409,988.2291051349924
47,ppo,63360,-1,-932.9022050257305,912.4594878708949
48,ppo,64680,-1,-1445.6296399097455,1229.3646458065252
49,ppo,66000,-1,-1344.6606622947518,1199.6922853390136
50,ppo,67320,-1,-769.7900835146454,546.7769032186205
51,ppo,68640,-1,-1261.086356777661,1117.355866454902
52,ppo,69960,-1,-1130.5276841496323,934.7150785236012
53,ppo,71280,-1,-1689.045091987801,1385.7571666780723
54,ppo,72600,-1,-1123.652465002917,938.6843594787232
55,ppo,73920,-1,-870.2219495474528,815.7246202429774
56,ppo,75240,-1,-1221.4425183653964,1141.0898910343242
57,ppo,76560,-1,-592.7217948618844,321.52829606710026
58,ppo,77880,-1,-988.5768744525304,998.9498098900527
59,ppo,79200,-1,-1105.1081606745406,1004.710079025608
60,ppo,80520,-1,-1277.3949284209248,1080.544316313932
61,ppo,81840,-1,-1529.7389207981694,1001.3627437059232
62,ppo,83160,-1,-1653.7295969415145,1509.5345728158372
63,ppo,84480,-1,-1694.6183349743364,1330.7023426645926
64,ppo,85800,-1,-1348.833795858661,1026.1833538959015
65,ppo,87120,-1,-1248.4223282426876,1104.8631835080903
66,ppo,88440,-1,-697.9362779081396,545.9224510572221
67,ppo,89760,-1,-817.5709006933635,575.2567875704656
68,ppo,91080,-1,-1109.6673542952415,1049.2256340086592
69,ppo,92400,-1,-1416.5276040402957,1424.6091205823914
70,ppo,93720,-1,-860.9652529418489,864.5765710647371
71,ppo,95040,-1,-846.7862768168875,746.0816180156698
72,ppo,96360,-1,-524.3587363251203,331.39980822012217
73,ppo,97680,-1,-924.6293875829213,905.8990521149759
74,ppo,99000,-1,-956.2827350039474,943.9627660199807
75,ppo,100320,-1,-499.8714106950953,353.77956075168953
76,ppo,101640,-1,-572.8998041782718,356.9322520768662
77,ppo,102960,-1,-499.67176474492345,372.3554080178845
78,ppo,104280,-1,-1736.4560366414244,1738.7868091689677
79,ppo,105600,-1,-2062.3887207235152,1959.8720112058438
80,ppo,106920,-1,-1562.2773968141676,1405.2443287485821
81,ppo,108240,-1,-2224.0928690319174,2152.459028860653
82,ppo,109560,-1,-1755.3280284424188,2066.585369290169
83,ppo,110880,-1,-804.5590460934667,898.6146435680286
84,ppo,112200,-1,-808.9984219451553,914.1855367321411
85,ppo,113520,-1,-1316.221155450625,1466.9105546662554
86,ppo,114840,-1,-1248.2569606696504,1420.681469034265
87,ppo,116160,-1,-811.8027908788634,861.1535007825903
88,ppo,117480,-1,-1302.9941244723889,1427.4577296305986
89,ppo,118800,-1,-1030.958669628393,1104.9888468140489
90,ppo,120120,-1,-551.3657808882662,481.62808799215975
91,ppo,121440,-1,-728.148716388774,734.2903326727313
92,ppo,122760,-1,-1962.0414750463658,1844.7384466583446
93,ppo,124080,-1,-847.7848327094565,914.0442877344292
94,ppo,125400,-1,-1642.4869873407085,1526.2213823566128
95,ppo,126720,-1,-1930.1288170495486,1571.000213985494
96,ppo,128040,-1,-2028.097928697437,1696.8431737920973
97,ppo,129360,-1,-1378.3697623047074,1439.942379853786
98,ppo,130680,-1,-2269.288726641116,2005.6463337293121
99,ppo,132000,-1,-1877.8569662235366,1711.0734743828446
100,ppo,133320,-1,-1871.425882687106,1607.5931535779175
101,ppo,134640,-1,-1781.4061501058409,1727.1216742040574
102,ppo,135960,-1,-1747.6564831354535,1672.1817090201416
103,ppo,137280,-1,-911.0338011412085,944.3693508197331
104,ppo,138600,-1,-423.5721155783278,275.72711607430705
105,ppo,139920,-1,-330.2702104624079,147.22423834486412
106,ppo,141240,-1,-511.0413074045163,402.70253318850746
107,ppo,142560,-1,-1092.355670714868,1153.0738153825237
108,ppo,143880,-1,-370.01343363983983,221.24783416238336
109,ppo,145200,-1,-801.4594104786629,842.9051757411547
110,ppo,146520,-1,-476.8271504129629,326.2437540045269
111,ppo,147840,-1,-603.6670990288528,612.4609141083358
112,ppo,149160,-1,-431.70881441239413,240.45735248577333
113,ppo,150480,-1,-1314.1508055203356,1410.2719591550533
114,ppo,151800,-1,-1076.4017594190786,1236.2721596488882
115,ppo,153120,-1,-498.97231273820876,490.9235459861889
116,ppo,154440,-1,-303.09847991319697,170.45938787261863
117,ppo,155760,-1,-472.38814279248834,366.2725992416346
118,ppo,157080,-1,-346.55558546409816,222.20077865765398
119,ppo,158400,-1,-416.6356370339292,324.7906034287205
120,ppo,159720,-1,-486.09240151658446,326.85655260382595
121,ppo,161040,-1,-895.7882328386,1038.3547946138735
122,ppo,162360,-1,-553.1534831383152,507.1880301279428
123,ppo,163680,-1,-439.8905215280784,298.6879317982034
124,ppo,165000,-1,-373.3480046682246,243.1099502867972
125,ppo,166320,-1,-317.86270281137666,186.80409819926825
126,ppo,167640,-1,-370.0427138143656,245.28234624080096
127,ppo,168960,-1,-670.2272920117265,589.6687697614361
128,ppo,170280,-1,-405.3747056497574,291.9110298693346
129,ppo,171600,-1,-322.77248876779294,198.20278436159643
130,ppo,172920,-1,-428.6133591652933,322.52322258520303
131,ppo,174240,-1,-289.93682073286163,147.59073037120794
132,ppo,175560,-1,-369.46786170771594,209.58864842489484
133,ppo,176880,-1,-911.4446424639481,795.1579517760629
134,ppo,178200,-1,-531.7516833608142,317.6197584192111
135,ppo,179520,-1,-496.7691363461889,306.0971570975121
136,ppo,180840,-1,-418.65616451155194,227.8455539760094
137,ppo,182160,-1,-242.38115768424487,94.83106439843236
138,ppo,183480,-1,-238.74997820822924,84.50893790565728
139,ppo,184800,-1,-267.3529277081718,107.62766059131128
140,ppo,186120,-1,-341.71933429753926,179.24030089243888
141,ppo,187440,-1,-598.0806279133619,395.36858837325235
142,ppo,188760,-1,-380.43266435879843,205.00503006128946
143,ppo,190080,-1,-712.3689204300503,885.3805780333837
144,ppo,191400,-1,-839.559514588834,996.1408409609401
145,ppo,192720,-1,-876.5326340343007,1044.1647984749143
146,ppo,194040,-1,-273.4677167585559,104.19491713979376
147,ppo,195360,-1,-302.8887636927726,140.93092770814096
148,ppo,196680,-1,-300.25560790324846,142.7853164644577
149,ppo,198000,-1,-585.0985079751276,443.18290380198704
150,ppo,199320,-1,-934.1823343648812,836.1699448557218
151,ppo,200640,-1,-231.89712244690648,89.60533459221966
152,ppo,201960,-1,-358.7655853314786,197.52726153018594
153,ppo,203280,-1,-304.1533899931291,174.49434346932384
154,ppo,204600,-1,-225.3964103729581,111.25552158814719
155,ppo,205920,-1,-245.9113647352163,110.17954817857431
156,ppo,207240,-1,-248.00864471071213,136.6844105583
157,ppo,208560,-1,-912.4965807379074,1195.6658372665293
158,ppo,209880,-1,-378.54705528101937,240.06821133809746
159,ppo,211200,-1,-336.1090975969142,189.1785123720877
160,ppo,212520,-1,-300.29079356668683,183.50230450211538
161,ppo,213840,-1,-389.5820578815771,278.40636804273066
162,ppo,215160,-1,-357.10388208970625,210.38662039113984
163,ppo,216480,-1,-368.657770611396,208.42256381782715
164,ppo,217800,-1,-342.6512774201349,200.1048327362864
165,ppo,219120,-1,-326.7204681084054,161.61632575045502
166,ppo,220440,-1,-376.5760988388201,211.61468946063894
167,ppo,221760,-1,-428.5327676509691,315.9051580858222
168,ppo,223080,-1,-284.65929447553407,162.22544588430551
169,ppo,224400,-1,-342.01465330063337,179.49763110678748
170,ppo,225720,-1,-1132.9159004569697,1288.3628540684226
171,ppo,227040,-1,-1236.2286560390883,1467.711717048286
172,ppo,228360,-1,-443.37860568660915,293.82869898426674
